DATE,CPIAUCSL_PCH,UNRATE_PCH,FEDFUNDS
2009-03-01,-0.09873,4.81928,0.18
2009-04-01,0.10071,3.44828,0.15
2009-05-01,0.14715,4.44444,0.18
2009-06-01,0.82996,1.06383,0.21
2009-07-01,-0.02980,0.00000,0.16
2009-08-01,0.33485,1.05263,0.16
2009-09-01,0.19309,2.08333,0.15
2009-10-01,0.30019,2.04082,0.12
2009-11-01,0.33486,-1.00000,0.12
2009-12-01,0.05202,0.00000,0.12
2010-01-01,0.06487,-1.01010,0.11
2010-02-01,-0.09518,0.00000,0.13
2010-03-01,0.03314,1.02041,0.16
2010-04-01,0.02300,0.00000,0.20
2010-05-01,-0.05198,-3.03030,0.20
2010-06-01,-0.04188,-2.08333,0.18
2010-07-01,0.18693,0.00000,0.18
2010-08-01,0.14614,1.06383,0.19
2010-09-01,0.16152,0.00000,0.19
2010-10-01,0.34818,-1.05263,0.19
2010-11-01,0.25338,4.25532,0.19
2010-12-01,0.40166,-5.10204,0.18
2011-01-01,0.32430,-2.15054,0.17
2011-02-01,0.32145,-1.09890,0.16
2011-03-01,0.51735,0.00000,0.14
2011-04-01,0.46941,1.11111,0.10
2011-05-01,0.31817,-1.09890,0.09
2011-06-01,0.00000,1.11111,0.09
2011-07-01,0.26200,-1.09890,0.07
2011-08-01,0.31545,0.00000,0.10
2011-09-01,0.21715,0.00000,0.08
2011-10-01,0.06752,-2.22222,0.07
2011-11-01,0.18479,-2.27273,0.08
2011-12-01,0.02377,-1.16279,0.07
2012-01-01,0.27242,-2.35294,0.08
2012-02-01,0.21374,0.00000,0.10
2012-03-01,0.20935,-1.20482,0.13
2012-04-01,0.16608,0.00000,0.14
2012-05-01,-0.20682,0.00000,0.16
2012-06-01,-0.08264,0.00000,0.16
2012-07-01,0.02888,0.00000,0.16
2012-08-01,0.58095,-1.21951,0.13
2012-09-01,0.47713,-3.70370,0.14
2012-10-01,0.26968,0.00000,0.16
2012-11-01,-0.16793,-1.28205,0.16
2012-12-01,-0.01211,2.59740,0.16
2013-01-01,0.19808,1.26582,0.14
2013-02-01,0.54299,-3.75000,0.15
2013-03-01,-0.28119,-2.59740,0.14
2013-04-01,-0.20880,1.33333,0.15
2013-05-01,0.04142,-1.31579,0.11
2013-06-01,0.23804,0.00000,0.09
2013-07-01,0.19575,-2.66667,0.09
2013-08-01,0.23873,-1.36986,0.08
2013-09-01,0.03769,0.00000,0.08
2013-10-01,0.05352,0.00000,0.09
2013-11-01,0.18445,-4.16667,0.08
2013-12-01,0.26442,-2.89855,0.09
2014-01-01,0.24242,-1.49254,0.07
2014-02-01,0.11008,1.51515,0.07
2014-03-01,0.20421,0.00000,0.08
2014-04-01,0.18642,-7.46269,0.09
2014-05-01,0.19030,1.61290,0.09
2014-06-01,0.13211,-3.17460,0.10
2014-07-01,0.11255,1.63934,0.09
2014-08-01,-0.01600,-1.61290,0.09
2014-09-01,0.00716,-3.27869,0.09
2014-10-01,-0.01979,-3.38983,0.09
2014-11-01,-0.18827,1.75439,0.09
2014-12-01,-0.30846,-3.44828,0.12
2015-01-01,-0.63703,1.78571,0.11
2015-02-01,0.25346,-3.50877,0.11
2015-03-01,0.26940,-1.81818,0.11
2015-04-01,0.10425,0.00000,0.12
2015-05-01,0.32977,3.70370,0.12
2015-06-01,0.27679,-5.35714,0.13
2015-07-01,0.15863,-1.88679,0.13
2015-08-01,-0.00042,-1.92308,0.14
2015-09-01,-0.22476,-1.96078,0.14
2015-10-01,0.09895,0.00000,0.12
2015-11-01,0.11946,2.00000,0.12
2015-12-01,-0.10756,-1.96078,0.24
2016-01-01,-0.04584,-4.00000,0.34
2016-02-01,-0.13297,2.08333,0.38
2016-03-01,0.31348,2.04082,0.36
2016-04-01,0.38306,2.00000,0.37
2016-05-01,0.23641,-5.88235,0.37
2016-06-01,0.27760,2.08333,0.38
2016-07-01,-0.05037,-2.04082,0.39
2016-08-01,0.18492,2.08333,0.40
2016-09-01,0.26232,2.04082,0.40
2016-10-01,0.23427,-2.00000,0.40
2016-11-01,0.11789,-4.08163,0.41
2016-12-01,0.25245,0.00000,0.54
2017-01-01,0.40431,0.00000,0.65
2017-02-01,0.15927,-2.12766,0.66
2017-03-01,-0.04672,-4.34783,0.79
2017-04-01,0.12342,0.00000,0.90
2017-05-01,-0.07740,0.00000,0.91
2017-06-01,0.06516,-2.27273,1.04
2017-07-01,0.03276,0.00000,1.15
2017-08-01,0.38486,2.32558,1.16
2017-09-01,0.51064,-2.27273,1.15
2017-10-01,0.07751,-2.32558,1.15
2017-11-01,0.26680,0.00000,1.16
2017-12-01,0.21069,-2.38095,1.30
2018-01-01,0.37852,-2.43902,1.41
2018-02-01,0.27981,2.50000,1.42
2018-03-01,0.05693,-2.43902,1.51
2018-04-01,0.22638,0.00000,1.69
2018-05-01,0.25305,-5.00000,1.70
2018-06-01,0.13518,5.26316,1.82
2018-07-01,0.08163,-5.00000,1.91
2018-08-01,0.16950,0.00000,1.91
2018-09-01,0.19464,-2.63158,1.95
2018-10-01,0.24699,2.70270,2.19
2018-11-01,-0.08107,0.00000,2.20
2018-12-01,-0.04195,2.63158,2.27
2019-01-01,-0.03207,2.56410,2.40
