DATE,UNRATE,FEDFUNDS,DGS10
2003-01-01,5.8,1.24,4.0485714285714286
2003-02-01,5.9,1.26,3.9026315789473684
2003-03-01,5.9,1.25,3.8071428571428571
2003-04-01,6.0,1.26,3.9585714285714286
2003-05-01,6.1,1.26,3.5690476190476190
2003-06-01,6.3,1.22,3.3342857142857143
2003-07-01,6.2,1.01,3.9754545454545455
2003-08-01,6.1,1.03,4.4452380952380952
2003-09-01,6.1,1.01,4.2742857142857143
2003-10-01,6.0,1.01,4.2904545454545455
2003-11-01,5.8,1.00,4.3000000000000000
2003-12-01,5.7,0.98,4.2677272727272727
2004-01-01,5.7,1.00,4.1505000000000000
2004-02-01,5.6,1.01,4.0842105263157895
2004-03-01,5.8,1.00,3.8265217391304348
2004-04-01,5.6,1.00,4.3476190476190476
2004-05-01,5.6,1.00,4.7155000000000000
2004-06-01,5.6,1.03,4.7338095238095238
2004-07-01,5.5,1.26,4.4980952380952381
2004-08-01,5.4,1.43,4.2813636363636364
2004-09-01,5.4,1.61,4.1257142857142857
2004-10-01,5.5,1.76,4.0970000000000000
2004-11-01,5.4,1.93,4.1940000000000000
2004-12-01,5.4,2.16,4.2309090909090909
2005-01-01,5.3,2.28,4.2215000000000000
2005-02-01,5.4,2.50,4.1652631578947368
2005-03-01,5.2,2.63,4.4977272727272727
2005-04-01,5.2,2.79,4.3409523809523810
2005-05-01,5.1,3.00,4.1442857142857143
2005-06-01,5.0,3.04,3.9981818181818182
2005-07-01,5.0,3.26,4.1775000000000000
2005-08-01,4.9,3.50,4.2626086956521739
2005-09-01,5.0,3.62,4.1990476190476190
2005-10-01,5.0,3.78,4.4635000000000000
2005-11-01,5.0,4.00,4.5350000000000000
2005-12-01,4.9,4.16,4.4671428571428571
2006-01-01,4.7,4.29,4.4160000000000000
2006-02-01,4.8,4.49,4.5689473684210526
2006-03-01,4.7,4.59,4.7239130434782609
2006-04-01,4.7,4.79,4.9905263157894737
2006-05-01,4.6,4.94,5.1100000000000000
2006-06-01,4.6,4.99,5.1063636363636364
2006-07-01,4.7,5.24,5.0875000000000000
2006-08-01,4.7,5.25,4.8765217391304348
2006-09-01,4.5,5.25,4.7190000000000000
2006-10-01,4.4,5.25,4.7290476190476190
2006-11-01,4.5,5.25,4.5952380952380952
2006-12-01,4.4,5.24,4.5645000000000000
2007-01-01,4.6,5.25,4.7595238095238095
2007-02-01,4.5,5.26,4.7226315789473684
2007-03-01,4.4,5.26,4.5645454545454545
2007-04-01,4.5,5.25,4.6938095238095238
2007-05-01,4.4,5.25,4.7463636363636364
2007-06-01,4.6,5.25,5.1028571428571429
2007-07-01,4.7,5.26,5.0042857142857143
2007-08-01,4.6,5.02,4.6747826086956522
2007-09-01,4.7,4.94,4.5215789473684211
2007-10-01,4.7,4.76,4.5277272727272727
2007-11-01,4.7,4.49,4.1485000000000000
2007-12-01,5.0,4.24,4.0975000000000000
2008-01-01,5.0,3.94,3.7442857142857143
2008-02-01,4.9,2.98,3.7375000000000000
2008-03-01,5.1,2.61,3.5100000000000000
2008-04-01,5.0,2.28,3.6750000000000000
2008-05-01,5.4,1.98,3.8800000000000000
2008-06-01,5.6,2.00,4.0995238095238095
2008-07-01,5.8,2.01,4.0077272727272727
2008-08-01,6.1,2.00,3.8857142857142857
2008-09-01,6.1,1.81,3.6861904761904762
2008-10-01,6.5,0.97,3.8140909090909091
2008-11-01,6.8,0.39,3.5266666666666667
2008-12-01,7.3,0.16,2.4163636363636364
2009-01-01,7.8,0.15,2.5175000000000000
2009-02-01,8.3,0.22,2.8700000000000000
2009-03-01,8.7,0.18,2.8195454545454545
2009-04-01,9.0,0.15,2.9271428571428571
2009-05-01,9.4,0.18,3.2930000000000000
2009-06-01,9.5,0.21,3.7218181818181818
2009-07-01,9.5,0.16,3.5622727272727273
2009-08-01,9.6,0.16,3.5871428571428571
2009-09-01,9.8,0.15,3.4019047619047619
2009-10-01,10.0,0.12,3.3876190476190476
2009-11-01,9.9,0.12,3.4026315789473684
2009-12-01,9.9,0.12,3.5900000000000000
2010-01-01,9.8,0.11,3.7331578947368421
2010-02-01,9.8,0.13,3.6910526315789474
2010-03-01,9.9,0.16,3.7273913043478261
2010-04-01,9.9,0.20,3.8468181818181818
2010-05-01,9.6,0.20,3.4200000000000000
2010-06-01,9.4,0.18,3.2040909090909091
2010-07-01,9.4,0.18,3.0114285714285714
2010-08-01,9.5,0.19,2.6986363636363636
2010-09-01,9.5,0.19,2.6476190476190476
2010-10-01,9.4,0.19,2.5400000000000000
2010-11-01,9.8,0.19,2.7630000000000000
2010-12-01,9.3,0.18,3.2909090909090909
2011-01-01,9.1,0.17,3.3940000000000000
2011-02-01,9.0,0.16,3.5763157894736842
2011-03-01,9.0,0.14,3.4143478260869565
2011-04-01,9.1,0.10,3.4550000000000000
2011-05-01,9.0,0.09,3.1685714285714286
2011-06-01,9.1,0.09,3.0022727272727273
2011-07-01,9.0,0.07,3.0030000000000000
2011-08-01,9.0,0.10,2.3030434782608696
2011-09-01,9.0,0.08,1.9752380952380952
2011-10-01,8.8,0.07,2.1520000000000000
2011-11-01,8.6,0.08,2.0135000000000000
2011-12-01,8.5,0.07,1.9780952380952381
2012-01-01,8.3,0.08,1.9665000000000000
2012-02-01,8.3,0.10,1.9675000000000000
2012-03-01,8.2,0.13,2.1727272727272727
2012-04-01,8.2,0.14,2.0528571428571429
2012-05-01,8.2,0.16,1.8031818181818182
2012-06-01,8.2,0.16,1.6223809523809524
2012-07-01,8.2,0.16,1.5266666666666667
2012-08-01,8.1,0.13,1.6782608695652174
2012-09-01,7.8,0.14,1.7231578947368421
2012-10-01,7.8,0.16,1.7461904761904762
2012-11-01,7.7,0.16,1.6540000000000000
2012-12-01,7.9,0.16,1.7190000000000000
2013-01-01,8.0,0.14,1.9147619047619048
2013-02-01,7.7,0.15,1.9842105263157895
2013-03-01,7.5,0.14,1.9575000000000000
2013-04-01,7.6,0.15,1.7590909090909091
2013-05-01,7.5,0.11,1.9281818181818182
2013-06-01,7.5,0.09,2.3000000000000000
2013-07-01,7.3,0.09,2.5822727272727273
2013-08-01,7.2,0.08,2.7372727272727273
2013-09-01,7.2,0.08,2.8095000000000000
2013-10-01,7.2,0.09,2.6159090909090909
2013-11-01,6.9,0.08,2.7184210526315789
2013-12-01,6.7,0.09,2.9019047619047619
2014-01-01,6.6,0.07,2.8580952380952381
2014-02-01,6.7,0.07,2.7094736842105263
2014-03-01,6.7,0.08,2.7233333333333333
2014-04-01,6.2,0.09,2.7052380952380952
2014-05-01,6.3,0.09,2.5590476190476190
2014-06-01,6.1,0.10,2.5985714285714286
2014-07-01,6.2,0.09,2.5422727272727273
2014-08-01,6.1,0.09,2.4200000000000000
2014-09-01,5.9,0.09,2.5342857142857143
2014-10-01,5.7,0.09,2.3040909090909091
2014-11-01,5.8,0.09,2.3255555555555556
2014-12-01,5.6,0.12,2.2072727272727273
2015-01-01,5.7,0.11,1.8815000000000000
2015-02-01,5.5,0.11,1.9752631578947368
2015-03-01,5.4,0.11,2.0427272727272727
2015-04-01,5.4,0.12,1.9350000000000000
2015-05-01,5.6,0.12,2.1975000000000000
2015-06-01,5.3,0.13,2.3636363636363636
2015-07-01,5.2,0.13,2.3245454545454545
2015-08-01,5.1,0.14,2.1671428571428571
2015-09-01,5.0,0.14,2.1728571428571429
2015-10-01,5.0,0.12,2.0700000000000000
2015-11-01,5.1,0.12,2.2631578947368421
2015-12-01,5.0,0.24,2.2427272727272727
2016-01-01,4.8,0.34,2.0852631578947368
2016-02-01,4.9,0.38,1.7795000000000000
2016-03-01,5.0,0.36,1.8890909090909091
2016-04-01,5.1,0.37,1.8052380952380952
2016-05-01,4.8,0.37,1.8061904761904762
2016-06-01,4.9,0.38,1.6440909090909091
2016-07-01,4.8,0.39,1.5040000000000000
2016-08-01,4.9,0.40,1.5565217391304348
2016-09-01,5.0,0.40,1.6304761904761905
2016-10-01,4.9,0.40,1.7645000000000000
2016-11-01,4.7,0.41,2.1420000000000000
2016-12-01,4.7,0.54,2.4919047619047619
2017-01-01,4.7,0.65,2.4325000000000000
2017-02-01,4.6,0.66,2.4189473684210526
2017-03-01,4.4,0.79,2.4817391304347826
2017-04-01,4.4,0.90,2.2973684210526316
2017-05-01,4.4,0.91,2.3036363636363636
2017-06-01,4.3,1.04,2.1868181818181818
2017-07-01,4.3,1.15,2.3180000000000000
2017-08-01,4.4,1.16,2.2091304347826087
2017-09-01,4.3,1.15,2.2020000000000000
2017-10-01,4.2,1.15,2.3600000000000000
2017-11-01,4.2,1.16,2.3533333333333333
2017-12-01,4.1,1.30,2.4025000000000000
2018-01-01,4.0,1.41,2.5838095238095238
2018-02-01,4.1,1.42,2.8589473684210526
2018-03-01,4.0,1.51,2.8423809523809524
2018-04-01,4.0,1.69,2.8690476190476190
2018-05-01,3.8,1.70,2.9777272727272727
2018-06-01,4.0,1.82,2.9123809523809524
2018-07-01,3.8,1.91,2.8890476190476190
2018-08-01,3.8,1.91,2.8891304347826087
2018-09-01,3.7,1.95,3.0042105263157895
2018-10-01,3.8,2.19,3.1522727272727273
2018-11-01,3.8,2.20,3.1170000000000000
2018-12-01,3.9,2.27,2.8326315789473684
2019-01-01,4.0,2.40,2.7138095238095238
2019-02-01,3.8,2.40,2.6763157894736842
2019-03-01,3.8,2.41,2.5709523809523810
2019-04-01,3.6,2.42,2.5323809523809524
2019-05-01,3.6,2.39,2.3950000000000000
2019-06-01,3.6,2.38,2.0740000000000000
2019-07-01,3.7,2.40,2.0590909090909091
2019-08-01,3.7,2.13,1.6263636363636364
2019-09-01,3.5,2.04,1.6995000000000000
2019-10-01,3.6,1.83,1.7068181818181818
2019-11-01,3.6,1.55,1.8121052631578947
2019-12-01,3.6,1.55,1.8628571428571429
2020-01-01,3.5,1.55,1.7576190476190476
2020-02-01,3.5,1.58,1.5042105263157895
2020-03-01,4.4,0.65,0.87000000000000000000
2020-04-01,14.7,0.05,0.65761904761904761905
2020-05-01,13.2,0.05,0.67400000000000000000
2020-06-01,11.0,0.08,0.72863636363636363636
2020-07-01,10.2,0.09,0.62363636363636363636
2020-08-01,8.4,0.10,0.65000000000000000000
2020-09-01,7.9,0.09,0.67952380952380952381
2020-10-01,6.9,0.09,0.78714285714285714286
2020-11-01,6.7,0.09,0.87000000000000000000
2020-12-01,6.7,0.09,0.93363636363636363636
2021-01-01,6.4,0.09,1.0810526315789474
2021-02-01,6.2,0.08,1.2578947368421053
2021-03-01,6.0,0.07,1.6108695652173913
2021-04-01,6.0,0.07,1.6350000000000000
2021-05-01,5.8,0.06,1.6210000000000000
2021-06-01,5.9,0.08,1.5190909090909091
2021-07-01,5.4,0.10,1.3185714285714286
2021-08-01,5.2,0.09,1.2831818181818182
2021-09-01,4.7,0.08,1.3747619047619048
2021-10-01,4.6,0.08,1.5825000000000000
2021-11-01,4.2,0.08,1.5595000000000000
2021-12-01,3.9,0.08,1.4650000000000000
2022-01-01,4.0,0.08,1.7640000000000000
2022-02-01,.,.,.
